Date,Startup,Vertical,SubVertical,City,Investors,Round,Amount,Year,month_num,month_name,Month_Year,Investor_num
2016-05-26,Consure Medical,Healthcare,Medical Devices Kit manufacturer,New Delhi,"Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners",Private Funding,0.0,2016,5,May,May-2016,3
2016-05-26,mChamp,Consumer Internet,Celebrity Entertainment Contest App,New Delhi,MoMagic Technologies,Angel Funding,4.06505,2016,5,May,May-2016,1
2016-05-27,Pianta,Consumer Internet,Online healthcare service discovery platform,Bangalore,"Kunal Shah, Sandeep Tandon",Angel Funding,0.0,2016,5,May,May-2016,2
2016-05-30,Vahanalytics,Technology,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Angel Funding,1.7116,2016,5,May,May-2016,2
2016-05-31,Play Your Sport,Consumer Internet,Location based Sports & Fitness Discovery App,New Delhi,Ashish Gupta and other undisclosed investors,Angel Funding,0.0,2016,5,May,May-2016,1
2016-05-31,Koovs,eCommerce,Apparel & Lifestyle eTailer,New Delhi,HT Media Ltd,Private Funding,37.6552,2016,5,May,May-2016,1
2016-05-31,CCavenue,Consumer Internet,Payment Gateway,Mumbai,NSI Infinium Global Pvt. Ltd,Private Funding,76.1662,2016,5,May,May-2016,1
2016-05-31,1mg,eCommerce,Online Pharmacy,Gurgaon,HBM Healthcare Investments,Private Funding,0.0,2016,5,May,May-2016,1
2016-05-31,Tpot,Food & Beverage,QSR Chain,Gurgaon,Ashish Gupta,Angel Funding,0.0,2016,5,May,May-2016,1
2016-05-31,MachaDalo,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,Undisclosed Investors,Angel Funding,1.49765,2016,5,May,May-2016,1
2016-04-01,Dil Mil,Consumer Internet,Matchmaking Mobile App,SFO / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Funding,23.1066,2016,4,April,April-2016,4
2016-04-01,PicsDream,Consumer Internet,Online Marketplace for Photographers,Delhi,Raman Roy,Angel Funding,0.0,2016,4,April,April-2016,1
2016-04-01,Process 9,Consumer Internet,online translation and transliteration,Gurgaon,"Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, and Ajai Chowdhry",Angel Funding,0.0,2016,4,April,April-2016,5
2016-04-04,Housing,Consumer Internet,Real Estate Portal,Mumbai,Vineet Singh,Private Funding,0.0,2016,4,April,April-2016,1
2016-04-04,Roll Mafia,Food & Beverage,Rolls & Biryanis QSR chain,Pune,Equentia Natural Resource & Other undisclosed investors,Angel Funding,0.0,2016,4,April,April-2016,1
2016-04-04,Hungama,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Xiaomi Inc,Private Funding,213.95,2016,4,April,April-2016,1
2016-04-04,Highway Delite,Consumer Internet,Various Highway Help Services,Bangalore,N.S. Raghavan Centre for Entrepreneurial Learning,Angel Funding,0.0,2016,4,April,April-2016,1
2016-04-05,Cult Fitness,Healthcare,Healthcare training programs,Bangalore,Mukesh Bansal,Angel Funding,0.0,2016,4,April,April-2016,1
2016-04-05,Haptik,Technology,Personal Assistant App,Mumbai,Times Internet Ltd,Private Funding,0.0,2016,4,April,April-2016,1
2016-04-05,Servify,Consumer Internet,Gadget & Appliances Service App,Mumbai,"Blume Ventures, Barkawi Holdings GmbH, TM Service Technology Holdings GmbH",Private Funding,0.0,2016,4,April,April-2016,3
2016-04-06,Shipsy,Logistics,Logistics Solutions,Gurgaon,DTDC Express Ltd,Private Funding,8.558,2016,4,April,April-2016,1
2016-04-06,gear6,Consumer Internet,Online bike service and repairs platform,Bangalore,Ninestarter,Angel Funding,4.279,2016,4,April,April-2016,1
2016-04-06,MyGlamm,Consumer Internet,Mobile based on-demand Beauty Services platform,Mumbai,L\\xe2\\x80\\x99Occitane,Private Funding,51.348,2016,4,April,April-2016,1
2016-04-06,Petoo,Consumer Internet,Online Food Delivery Platform,Bangalore,Axilor Ventures,Private Funding,8.558,2016,4,April,April-2016,1
2016-04-07,Truly Social,Consumer Internet,Mobile Gaming Studio,London,Nazara Technologies Pvt Ltd,Private Funding,0.0,2016,4,April,April-2016,1
2016-04-08,Little Black Book,Consumer Internet,"Curated Food, event & Lifestyle guide",New Delhi,"IDG, Indian Angel Network",Angel Funding,0.0,2016,4,April,April-2016,2
2016-04-08,Vahan,Education,Mobile Education Platform,Chennai,Villgro,Angel Funding,0.0,2016,4,April,April-2016,1
2016-04-08,imedilane,Consumer Internet,Online Health Diagnosis platform,New Delhi,"Mahendra Patel, Nilender Chauhan",Angel Funding,0.34232,2016,4,April,April-2016,2
2016-04-11,Living Local,Consumer Internet,Social discovery platform,Mumbai,Rattan Chadha,Angel Funding,1.7116,2016,4,April,April-2016,1
2016-04-11,Vegfru,eCommerce,Online Fruit & Vegetable Marketplace,New Delhi,Wingify,Angel Funding,0.0,2016,4,April,April-2016,1
2016-04-11,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Funding,855.8,2016,4,April,April-2016,5
2016-04-11,PriceRaja,Consumer Internet,Price Comparison Portal,Gurgaon,Prashant Puri,Angel Funding,2.5674,2016,4,April,April-2016,1
2016-04-12,MagicX,Consumer Internet,On-Demand Task Management App,Bangalore,"Kris Gopalakrishnan, Dr. Ranjan Pai",Angel Funding,8.558,2016,4,April,April-2016,2
2016-04-12,Happydemic,Consumer Internet,Artist Discovery & Booking platform,Mumbai,Shaan,Angel Funding,0.0,2016,4,April,April-2016,1
2016-04-12,LenDenClub,Finance,Peer-to-Peer Lending Platform,Mumbai,"Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah",Angel Funding,0.0,2016,4,April,April-2016,7
2016-04-13,Legalraasta,Consumer Internet,Online legal Services for Startups,New Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Angel Funding,8.558,2016,4,April,April-2016,2
2016-04-13,RainCan,Consumer Internet,Subscription-based grocery delivery Mobile App,Pune,Dr. Aniruddha Malpani,Angel Funding,1.2837,2016,4,April,April-2016,1
2016-04-13,Hippily,eCommerce,Fashion ECommerce App,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Angel Funding,2.1395,2016,4,April,April-2016,2
2016-04-13,kredX,eCommerce,Invoice discounting  Marketplace,Bangalore,"Prime Venture Partners,",Angel Funding,6.4185,2016,4,April,April-2016,2
